from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
441;437;1481551860;1481551920;3;1089;22;37
437;445;1481551920;1481552280;3;1089;23;37
445;439;1481552280;1481552340;3;1089;24;37
439;374;1481552340;1481552340;3;1089;25;37
374;366;1481552340;1481552400;3;1089;26;37
366;364;1481552400;1481552400;3;1089;27;37
364;391;1481552400;1481552460;3;1089;28;37
391;380;1481552460;1481552460;3;1089;29;37
380;80;1481552460;1481552520;3;1089;30;37
80;238;1481552520;1481552520;3;1089;31;37
238;236;1481552520;1481552580;3;1089;32;37
236;354;1481552580;1481552640;3;1089;33;37
354;356;1481552640;1481552760;3;1089;34;37
412;411;1481637000;1481637000;3;1089;1;37
411;89;1481637000;1481637060;3;1089;2;37
89;91;1481637060;1481637060;3;1089;3;37
91;402;1481637060;1481637120;3;1089;4;37
402;1320;1481637120;1481637120;3;1089;5;37
1320;94;1481637120;1481637180;3;1089;6;37
94;240;1481637180;1481637240;3;1089;7;37
240;414;1481637240;1481637240;3;1089;8;37
414;177;1481637240;1481637300;3;1089;9;37
177;175;1481637300;1481637360;3;1089;10;37
175;453;1481637360;1481637420;3;1089;11;37
453;73;1481637420;1481637480;3;1089;12;37
73;3;1481637480;1481637900;3;1089;13;37
3;191;1481637900;1481637960;3;1089;14;37
191;193;1481637960;1481637960;3;1089;15;37
193;15;1481637960;1481638020;3;1089;16;37
15;197;1481638020;1481638080;3;1089;17;37
197;435;1481638080;1481638140;3;1089;18;37
435;447;1481638140;1481638200;3;1089;19;37
447;443;1481638200;1481638260;3;1089;20;37
443;441;1481638260;1481638260;3;1089;21;37
441;437;1481638260;1481638320;3;1089;22;37
437;445;1481638320;1481638680;3;1089;23;37
445;439;1481638680;1481638740;3;1089;24;37
439;374;1481638740;1481638740;3;1089;25;37
374;366;1481638740;1481638800;3;1089;26;37
366;364;1481638800;1481638800;3;1089;27;37
364;391;1481638800;1481638860;3;1089;28;37
391;380;1481638860;1481638860;3;1089;29;37
380;80;1481638860;1481638920;3;1089;30;37
80;238;1481638920;1481638920;3;1089;31;37
238;236;1481638920;1481638980;3;1089;32;37
236;354;1481638980;1481639040;3;1089;33;37
354;356;1481639040;1481639160;3;1089;34;37
412;411;1481723400;1481723400;3;1089;1;37
411;89;1481723400;1481723460;3;1089;2;37
89;91;1481723460;1481723460;3;1089;3;37
91;402;1481723460;1481723520;3;1089;4;37
402;1320;1481723520;1481723520;3;1089;5;37
1320;94;1481723520;1481723580;3;1089;6;37
94;240;1481723580;1481723640;3;1089;7;37
240;414;1481723640;1481723640;3;1089;8;37
414;177;1481723640;1481723700;3;1089;9;37
177;175;1481723700;1481723760;3;1089;10;37
175;453;1481723760;1481723820;3;1089;11;37
453;73;1481723820;1481723880;3;1089;12;37
73;3;1481723880;1481724300;3;1089;13;37
3;191;1481724300;1481724360;3;1089;14;37
191;193;1481724360;1481724360;3;1089;15;37
193;15;1481724360;1481724420;3;1089;16;37
15;197;1481724420;1481724480;3;1089;17;37
197;435;1481724480;1481724540;3;1089;18;37
435;447;1481724540;1481724600;3;1089;19;37
447;443;1481724600;1481724660;3;1089;20;37
443;441;1481724660;1481724660;3;1089;21;37
441;437;1481724660;1481724720;3;1089;22;37
437;445;1481724720;1481725080;3;1089;23;37
445;439;1481725080;1481725140;3;1089;24;37
439;374;1481725140;1481725140;3;1089;25;37
374;366;1481725140;1481725200;3;1089;26;37
366;364;1481725200;1481725200;3;1089;27;37
364;391;1481725200;1481725260;3;1089;28;37
391;380;1481725260;1481725260;3;1089;29;37
380;80;1481725260;1481725320;3;1089;30;37
80;238;1481725320;1481725320;3;1089;31;37
238;236;1481725320;1481725380;3;1089;32;37
236;354;1481725380;1481725440;3;1089;33;37
354;356;1481725440;1481725560;3;1089;34;37
412;411;1481809800;1481809800;3;1089;1;37
411;89;1481809800;1481809860;3;1089;2;37
89;91;1481809860;1481809860;3;1089;3;37
91;402;1481809860;1481809920;3;1089;4;37
402;1320;1481809920;1481809920;3;1089;5;37
1320;94;1481809920;1481809980;3;1089;6;37
94;240;1481809980;1481810040;3;1089;7;37
240;414;1481810040;1481810040;3;1089;8;37
414;177;1481810040;1481810100;3;1089;9;37
177;175;1481810100;1481810160;3;1089;10;37
175;453;1481810160;1481810220;3;1089;11;37
453;73;1481810220;1481810280;3;1089;12;37
73;3;1481810280;1481810700;3;1089;13;37
3;191;1481810700;1481810760;3;1089;14;37
191;193;1481810760;1481810760;3;1089;15;37
193;15;1481810760;1481810820;3;1089;16;37
15;197;1481810820;1481810880;3;1089;17;37
197;435;1481810880;1481810940;3;1089;18;37
435;447;1481810940;1481811000;3;1089;19;37
447;443;1481811000;1481811060;3;1089;20;37
443;441;1481811060;1481811060;3;1089;21;37
441;437;1481811060;1481811120;3;1089;22;37
437;445;1481811120;1481811480;3;1089;23;37
445;439;1481811480;1481811540;3;1089;24;37
439;374;1481811540;1481811540;3;1089;25;37
374;366;1481811540;1481811600;3;1089;26;37
366;364;1481811600;1481811600;3;1089;27;37
364;391;1481811600;1481811660;3;1089;28;37
391;380;1481811660;1481811660;3;1089;29;37
380;80;1481811660;1481811720;3;1089;30;37
80;238;1481811720;1481811720;3;1089;31;37
238;236;1481811720;1481811780;3;1089;32;37
236;354;1481811780;1481811840;3;1089;33;37
354;356;1481811840;1481811960;3;1089;34;37
412;411;1481896200;1481896200;3;1089;1;37
411;89;1481896200;1481896260;3;1089;2;37
89;91;1481896260;1481896260;3;1089;3;37
91;402;1481896260;1481896320;3;1089;4;37
402;1320;1481896320;1481896320;3;1089;5;37
1320;94;1481896320;1481896380;3;1089;6;37
94;240;1481896380;1481896440;3;1089;7;37
240;414;1481896440;1481896440;3;1089;8;37
414;177;1481896440;1481896500;3;1089;9;37
177;175;1481896500;1481896560;3;1089;10;37
175;453;1481896560;1481896620;3;1089;11;37
453;73;1481896620;1481896680;3;1089;12;37
73;3;1481896680;1481897100;3;1089;13;37
3;191;1481897100;1481897160;3;1089;14;37
191;193;1481897160;1481897160;3;1089;15;37
193;15;1481897160;1481897220;3;1089;16;37
15;197;1481897220;1481897280;3;1089;17;37
197;435;1481897280;1481897340;3;1089;18;37
435;447;1481897340;1481897400;3;1089;19;37
447;443;1481897400;1481897460;3;1089;20;37
443;441;1481897460;1481897460;3;1089;21;37
441;437;1481897460;1481897520;3;1089;22;37
437;445;1481897520;1481897880;3;1089;23;37
445;439;1481897880;1481897940;3;1089;24;37
439;374;1481897940;1481897940;3;1089;25;37
374;366;1481897940;1481898000;3;1089;26;37
366;364;1481898000;1481898000;3;1089;27;37
364;391;1481898000;1481898060;3;1089;28;37
391;380;1481898060;1481898060;3;1089;29;37
380;80;1481898060;1481898120;3;1089;30;37
80;238;1481898120;1481898120;3;1089;31;37
238;236;1481898120;1481898180;3;1089;32;37
236;354;1481898180;1481898240;3;1089;33;37
354;356;1481898240;1481898360;3;1089;34;37
6;50;1482003900;1482003960;3;1090;1;7
50;7;1482003960;1482004020;3;1090;2;7
7;74;1482004020;1482004020;3;1090;3;7
74;76;1482004020;1482004080;3;1090;4;7
76;78;1482004080;1482004140;3;1090;5;7
78;82;1482004140;1482004200;3;1090;6;7
82;84;1482004200;1482004200;3;1090;7;7
84;86;1482004200;1482004260;3;1090;8;7
86;211;1482004260;1482004320;3;1090;9;7
211;213;1482004320;1482004320;3;1090;10;7
213;185;1482004320;1482004440;3;1090;11;7
185;215;1482004440;1482004500;3;1090;12;7
215;400;1482004500;1482004500;3;1090;13;7
400;217;1482004500;1482004560;3;1090;14;7
217;219;1482004560;1482004620;3;1090;15;7
219;221;1482004620;1482004620;3;1090;16;7
221;223;1482004620;1482004680;3;1090;17;7
223;225;1482004680;1482004740;3;1090;18;7
225;227;1482004740;1482004860;3;1090;19;7
227;230;1482004860;1482004860;3;1090;20;7
230;231;1482004860;1482004920;3;1090;21;7
231;233;1482004920;1482005040;3;1090;22;7
113;112;1481568300;1481568300;3;1091;1;44
112;110;1481568300;1481568360;3;1091;2;44
110;107;1481568360;1481568360;3;1091;3;44
107;105;1481568360;1481568420;3;1091;4;44
105;103;1481568420;1481568420;3;1091;5;44
103;101;1481568420;1481568420;3;1091;6;44
101;153;1481568420;1481568480;3;1091;7;44
153;151;1481568480;1481568540;3;1091;8;44
151;150;1481568540;1481568540;3;1091;9;44
150;36;1481568540;1481568600;3;1091;10;44
36;148;1481568600;1481568600;3;1091;11;44
148;33;1481568600;1481568660;3;1091;12;44
33;48;1481568660;1481568660;3;1091;13;44
48;30;1481568660;1481568720;3;1091;14;44
30;28;1481568720;1481568720;3;1091;15;44
28;3;1481568720;1481569200;3;1091;16;44
3;191;1481569200;1481569200;3;1091;17;44
191;193;1481569200;1481569260;3;1091;18;44
193;15;1481569260;1481569320;3;1091;19;44
15;195;1481569320;1481569380;3;1091;20;44
195;198;1481569380;1481569380;3;1091;21;44
198;120;1481569380;1481569560;3;1091;22;44
120;122;1481569560;1481569560;3;1091;23;44
122;123;1481569560;1481569620;3;1091;24;44
123;125;1481569620;1481569680;3;1091;25;44
125;127;1481569680;1481569680;3;1091;26;44
127;129;1481569680;1481570100;3;1091;27;44
129;130;1481570100;1481570160;3;1091;28;44
130;131;1481570160;1481570220;3;1091;29;44
131;132;1481570220;1481570220;3;1091;30;44
132;133;1481570220;1481570280;3;1091;31;44
133;134;1481570280;1481570280;3;1091;32;44
134;135;1481570280;1481570340;3;1091;33;44
135;136;1481570340;1481570400;3;1091;34;44
136;137;1481570400;1481570400;3;1091;35;44
137;138;1481570400;1481570460;3;1091;36;44
113;112;1481654700;1481654700;3;1091;1;44
112;110;1481654700;1481654760;3;1091;2;44
110;107;1481654760;1481654760;3;1091;3;44
107;105;1481654760;1481654820;3;1091;4;44
105;103;1481654820;1481654820;3;1091;5;44
103;101;1481654820;1481654820;3;1091;6;44
101;153;1481654820;1481654880;3;1091;7;44
153;151;1481654880;1481654940;3;1091;8;44
151;150;1481654940;1481654940;3;1091;9;44
150;36;1481654940;1481655000;3;1091;10;44
36;148;1481655000;1481655000;3;1091;11;44
148;33;1481655000;1481655060;3;1091;12;44
33;48;1481655060;1481655060;3;1091;13;44
48;30;1481655060;1481655120;3;1091;14;44
30;28;1481655120;1481655120;3;1091;15;44
28;3;1481655120;1481655600;3;1091;16;44
3;191;1481655600;1481655600;3;1091;17;44
191;193;1481655600;1481655660;3;1091;18;44
193;15;1481655660;1481655720;3;1091;19;44
15;195;1481655720;1481655780;3;1091;20;44
195;198;1481655780;1481655780;3;1091;21;44
198;120;1481655780;1481655960;3;1091;22;44
120;122;1481655960;1481655960;3;1091;23;44
122;123;1481655960;1481656020;3;1091;24;44
123;125;1481656020;1481656080;3;1091;25;44
125;127;1481656080;1481656080;3;1091;26;44
127;129;1481656080;1481656500;3;1091;27;44
129;130;1481656500;1481656560;3;1091;28;44
130;131;1481656560;1481656620;3;1091;29;44
131;132;1481656620;1481656620;3;1091;30;44
132;133;1481656620;1481656680;3;1091;31;44
133;134;1481656680;1481656680;3;1091;32;44
134;135;1481656680;1481656740;3;1091;33;44
135;136;1481656740;1481656800;3;1091;34;44
136;137;1481656800;1481656800;3;1091;35;44
137;138;1481656800;1481656860;3;1091;36;44
113;112;1481741100;1481741100;3;1091;1;44
112;110;1481741100;1481741160;3;1091;2;44
110;107;1481741160;1481741160;3;1091;3;44
107;105;1481741160;1481741220;3;1091;4;44
105;103;1481741220;1481741220;3;1091;5;44
103;101;1481741220;1481741220;3;1091;6;44
101;153;1481741220;1481741280;3;1091;7;44
153;151;1481741280;1481741340;3;1091;8;44
151;150;1481741340;1481741340;3;1091;9;44
150;36;1481741340;1481741400;3;1091;10;44
36;148;1481741400;1481741400;3;1091;11;44
148;33;1481741400;1481741460;3;1091;12;44
33;48;1481741460;1481741460;3;1091;13;44
48;30;1481741460;1481741520;3;1091;14;44
30;28;1481741520;1481741520;3;1091;15;44
28;3;1481741520;1481742000;3;1091;16;44
3;191;1481742000;1481742000;3;1091;17;44
191;193;1481742000;1481742060;3;1091;18;44
193;15;1481742060;1481742120;3;1091;19;44
15;195;1481742120;1481742180;3;1091;20;44
195;198;1481742180;1481742180;3;1091;21;44
198;120;1481742180;1481742360;3;1091;22;44
120;122;1481742360;1481742360;3;1091;23;44
122;123;1481742360;1481742420;3;1091;24;44
123;125;1481742420;1481742480;3;1091;25;44
125;127;1481742480;1481742480;3;1091;26;44
127;129;1481742480;1481742900;3;1091;27;44
129;130;1481742900;1481742960;3;1091;28;44
130;131;1481742960;1481743020;3;1091;29;44
131;132;1481743020;1481743020;3;1091;30;44
132;133;1481743020;1481743080;3;1091;31;44
133;134;1481743080;1481743080;3;1091;32;44
134;135;1481743080;1481743140;3;1091;33;44
135;136;1481743140;1481743200;3;1091;34;44
136;137;1481743200;1481743200;3;1091;35;44
137;138;1481743200;1481743260;3;1091;36;44
113;112;1481827500;1481827500;3;1091;1;44
112;110;1481827500;1481827560;3;1091;2;44
110;107;1481827560;1481827560;3;1091;3;44
107;105;1481827560;1481827620;3;1091;4;44
105;103;1481827620;1481827620;3;1091;5;44
103;101;1481827620;1481827620;3;1091;6;44
101;153;1481827620;1481827680;3;1091;7;44
153;151;1481827680;1481827740;3;1091;8;44
151;150;1481827740;1481827740;3;1091;9;44
150;36;1481827740;1481827800;3;1091;10;44
36;148;1481827800;1481827800;3;1091;11;44
148;33;1481827800;1481827860;3;1091;12;44
33;48;1481827860;1481827860;3;1091;13;44
48;30;1481827860;1481827920;3;1091;14;44
30;28;1481827920;1481827920;3;1091;15;44
28;3;1481827920;1481828400;3;1091;16;44
3;191;1481828400;1481828400;3;1091;17;44
191;193;1481828400;1481828460;3;1091;18;44
193;15;1481828460;1481828520;3;1091;19;44
15;195;1481828520;1481828580;3;1091;20;44
195;198;1481828580;1481828580;3;1091;21;44
198;120;1481828580;1481828760;3;1091;22;44
120;122;1481828760;1481828760;3;1091;23;44
122;123;1481828760;1481828820;3;1091;24;44
123;125;1481828820;1481828880;3;1091;25;44
125;127;1481828880;1481828880;3;1091;26;44
127;129;1481828880;1481829300;3;1091;27;44
129;130;1481829300;1481829360;3;1091;28;44
130;131;1481829360;1481829420;3;1091;29;44
131;132;1481829420;1481829420;3;1091;30;44
132;133;1481829420;1481829480;3;1091;31;44
133;134;1481829480;1481829480;3;1091;32;44
134;135;1481829480;1481829540;3;1091;33;44
135;136;1481829540;1481829600;3;1091;34;44
136;137;1481829600;1481829600;3;1091;35;44
137;138;1481829600;1481829660;3;1091;36;44
113;112;1481913900;1481913900;3;1091;1;44
112;110;1481913900;1481913960;3;1091;2;44
110;107;1481913960;1481913960;3;1091;3;44
107;105;1481913960;1481914020;3;1091;4;44
105;103;1481914020;1481914020;3;1091;5;44
103;101;1481914020;1481914020;3;1091;6;44
101;153;1481914020;1481914080;3;1091;7;44
153;151;1481914080;1481914140;3;1091;8;44
151;150;1481914140;1481914140;3;1091;9;44
150;36;1481914140;1481914200;3;1091;10;44
36;148;1481914200;1481914200;3;1091;11;44
148;33;1481914200;1481914260;3;1091;12;44
33;48;1481914260;1481914260;3;1091;13;44
48;30;1481914260;1481914320;3;1091;14;44
30;28;1481914320;1481914320;3;1091;15;44
28;3;1481914320;1481914800;3;1091;16;44
3;191;1481914800;1481914800;3;1091;17;44
191;193;1481914800;1481914860;3;1091;18;44
193;15;1481914860;1481914920;3;1091;19;44
15;195;1481914920;1481914980;3;1091;20;44
195;198;1481914980;1481914980;3;1091;21;44
198;120;1481914980;1481915160;3;1091;22;44
120;122;1481915160;1481915160;3;1091;23;44
122;123;1481915160;1481915220;3;1091;24;44
123;125;1481915220;1481915280;3;1091;25;44
125;127;1481915280;1481915280;3;1091;26;44
127;129;1481915280;1481915700;3;1091;27;44
129;130;1481915700;1481915760;3;1091;28;44
130;131;1481915760;1481915820;3;1091;29;44
131;132;1481915820;1481915820;3;1091;30;44
132;133;1481915820;1481915880;3;1091;31;44
133;134;1481915880;1481915880;3;1091;32;44
134;135;1481915880;1481915940;3;1091;33;44
135;136;1481915940;1481916000;3;1091;34;44
136;137;1481916000;1481916000;3;1091;35;44
137;138;1481916000;1481916060;3;1091;36;44
343;353;1481964300;1481964300;3;1092;1;37
353;235;1481964300;1481964360;3;1092;2;37
235;239;1481964360;1481964360;3;1092;3;37
239;81;1481964360;1481964420;3;1092;4;37
81;381;1481964420;1481964420;3;1092;5;37
381;392;1481964420;1481964480;3;1092;6;37
392;365;1481964480;1481964540;3;1092;7;37
365;367;1481964540;1481964600;3;1092;8;37
367;375;1481964600;1481964600;3;1092;9;37
375;440;1481964600;1481964600;3;1092;10;37
440;446;1481964600;1481964900;3;1092;11;37
446;438;1481964900;1481964900;3;1092;12;37
438;442;1481964900;1481964960;3;1092;13;37
442;444;1481964960;1481965020;3;1092;14;37
444;448;1481965020;1481965080;3;1092;15;37
448;436;1481965080;1481965140;3;1092;16;37
436;196;1481965140;1481965200;3;1092;17;37
196;16;1481965200;1481965260;3;1092;18;37
16;194;1481965260;1481965320;3;1092;19;37
194;192;1481965320;1481965380;3;1092;20;37
192;4;1481965380;1481966100;3;1092;21;37
4;66;1481966100;1481966160;3;1092;22;37
66;452;1481966160;1481966220;3;1092;23;37
452;174;1481966220;1481966280;3;1092;24;37
174;176;1481966280;1481966280;3;1092;25;37
176;413;1481966280;1481966340;3;1092;26;37
413;241;1481966340;1481966340;3;1092;27;37
241;95;1481966340;1481966400;3;1092;28;37
95;93;1481966400;1481966460;3;1092;29;37
93;92;1481966460;1481966460;3;1092;30;37
92;90;1481966460;1481966520;3;1092;31;37
90;88;1481966520;1481966520;3;1092;32;37
88;410;1481966520;1481966580;3;1092;33;37
410;412;1481966580;1481966700;3;1092;34;37
343;353;1482050700;1482050700;3;1092;1;37
353;235;1482050700;1482050760;3;1092;2;37
235;239;1482050760;1482050760;3;1092;3;37
239;81;1482050760;1482050820;3;1092;4;37
81;381;1482050820;1482050820;3;1092;5;37
381;392;1482050820;1482050880;3;1092;6;37
392;365;1482050880;1482050940;3;1092;7;37
365;367;1482050940;1482051000;3;1092;8;37
367;375;1482051000;1482051000;3;1092;9;37
375;440;1482051000;1482051000;3;1092;10;37
440;446;1482051000;1482051300;3;1092;11;37
446;438;1482051300;1482051300;3;1092;12;37
438;442;1482051300;1482051360;3;1092;13;37
442;444;1482051360;1482051420;3;1092;14;37
444;448;1482051420;1482051480;3;1092;15;37
448;436;1482051480;1482051540;3;1092;16;37
436;196;1482051540;1482051600;3;1092;17;37
196;16;1482051600;1482051660;3;1092;18;37
16;194;1482051660;1482051720;3;1092;19;37
194;192;1482051720;1482051780;3;1092;20;37
192;4;1482051780;1482052500;3;1092;21;37
4;66;1482052500;1482052560;3;1092;22;37
66;452;1482052560;1482052620;3;1092;23;37
452;174;1482052620;1482052680;3;1092;24;37
174;176;1482052680;1482052680;3;1092;25;37
176;413;1482052680;1482052740;3;1092;26;37
413;241;1482052740;1482052740;3;1092;27;37
241;95;1482052740;1482052800;3;1092;28;37
95;93;1482052800;1482052860;3;1092;29;37
93;92;1482052860;1482052860;3;1092;30;37
92;90;1482052860;1482052920;3;1092;31;37
90;88;1482052920;1482052920;3;1092;32;37
88;410;1482052920;1482052980;3;1092;33;37
410;412;1482052980;1482053100;3;1092;34;37
129;130;1481574420;1481574480;3;1093;1;41
130;131;1481574480;1481574480;3;1093;2;41
131;132;1481574480;1481574540;3;1093;3;41
132;133;1481574540;1481574540;3;1093;4;41
133;134;1481574540;1481574600;3;1093;5;41
134;135;1481574600;1481574600;3;1093;6;41
135;136;1481574600;1481574660;3;1093;7;41
136;137;1481574660;1481574720;3;1093;8;41
137;138;1481574720;1481574720;3;1093;9;41
138;142;1481574720;1481574780;3;1093;10;41
142;119;1481574780;1481574840;3;1093;11;41
119;117;1481574840;1481574900;3;1093;12;41
117;115;1481574900;1481574960;3;1093;13;41
115;344;1481574960;1481575020;3;1093;14;41
344;75;1481575020;1481575020;3;1093;15;41
75;49;1481575020;1481575080;3;1093;16;41
49;51;1481575080;1481575140;3;1093;17;41
51;25;1481575140;1481575500;3;1093;18;41
25;66;1481575500;1481575560;3;1093;19;41
66;54;1481575560;1481575620;3;1093;20;41
54;415;1481575620;1481575680;3;1093;21;41
415;34;1481575680;1481575740;3;1093;22;41
34;32;1481575740;1481575740;3;1093;23;41
32;147;1481575740;1481575740;3;1093;24;41
147;35;1481575740;1481575800;3;1093;25;41
35;149;1481575800;1481575800;3;1093;26;41
149;151;1481575800;1481575800;3;1093;27;41
151;152;1481575800;1481575860;3;1093;28;41
152;100;1481575860;1481575920;3;1093;29;41
100;102;1481575920;1481575920;3;1093;30;41
102;104;1481575920;1481575980;3;1093;31;41
104;106;1481575980;1481576040;3;1093;32;41
106;154;1481576040;1481576040;3;1093;33;41
154;156;1481576040;1481576100;3;1093;34;41
156;158;1481576100;1481576220;3;1093;35;41
129;130;1481660820;1481660880;3;1093;1;41
130;131;1481660880;1481660880;3;1093;2;41
131;132;1481660880;1481660940;3;1093;3;41
132;133;1481660940;1481660940;3;1093;4;41
133;134;1481660940;1481661000;3;1093;5;41
134;135;1481661000;1481661000;3;1093;6;41
135;136;1481661000;1481661060;3;1093;7;41
136;137;1481661060;1481661120;3;1093;8;41
137;138;1481661120;1481661120;3;1093;9;41
138;142;1481661120;1481661180;3;1093;10;41
142;119;1481661180;1481661240;3;1093;11;41
119;117;1481661240;1481661300;3;1093;12;41
117;115;1481661300;1481661360;3;1093;13;41
115;344;1481661360;1481661420;3;1093;14;41
344;75;1481661420;1481661420;3;1093;15;41
75;49;1481661420;1481661480;3;1093;16;41
49;51;1481661480;1481661540;3;1093;17;41
51;25;1481661540;1481661900;3;1093;18;41
25;66;1481661900;1481661960;3;1093;19;41
66;54;1481661960;1481662020;3;1093;20;41
54;415;1481662020;1481662080;3;1093;21;41
415;34;1481662080;1481662140;3;1093;22;41
34;32;1481662140;1481662140;3;1093;23;41
32;147;1481662140;1481662140;3;1093;24;41
147;35;1481662140;1481662200;3;1093;25;41
35;149;1481662200;1481662200;3;1093;26;41
149;151;1481662200;1481662200;3;1093;27;41
151;152;1481662200;1481662260;3;1093;28;41
152;100;1481662260;1481662320;3;1093;29;41
100;102;1481662320;1481662320;3;1093;30;41
102;104;1481662320;1481662380;3;1093;31;41
104;106;1481662380;1481662440;3;1093;32;41
106;154;1481662440;1481662440;3;1093;33;41
154;156;1481662440;1481662500;3;1093;34;41
156;158;1481662500;1481662620;3;1093;35;41
129;130;1481747220;1481747280;3;1093;1;41
130;131;1481747280;1481747280;3;1093;2;41
131;132;1481747280;1481747340;3;1093;3;41
132;133;1481747340;1481747340;3;1093;4;41
133;134;1481747340;1481747400;3;1093;5;41
134;135;1481747400;1481747400;3;1093;6;41
135;136;1481747400;1481747460;3;1093;7;41
136;137;1481747460;1481747520;3;1093;8;41
137;138;1481747520;1481747520;3;1093;9;41
138;142;1481747520;1481747580;3;1093;10;41
142;119;1481747580;1481747640;3;1093;11;41
119;117;1481747640;1481747700;3;1093;12;41
117;115;1481747700;1481747760;3;1093;13;41
115;344;1481747760;1481747820;3;1093;14;41
344;75;1481747820;1481747820;3;1093;15;41
75;49;1481747820;1481747880;3;1093;16;41
49;51;1481747880;1481747940;3;1093;17;41
51;25;1481747940;1481748300;3;1093;18;41
25;66;1481748300;1481748360;3;1093;19;41
66;54;1481748360;1481748420;3;1093;20;41
54;415;1481748420;1481748480;3;1093;21;41
415;34;1481748480;1481748540;3;1093;22;41
34;32;1481748540;1481748540;3;1093;23;41
32;147;1481748540;1481748540;3;1093;24;41
147;35;1481748540;1481748600;3;1093;25;41
35;149;1481748600;1481748600;3;1093;26;41
149;151;1481748600;1481748600;3;1093;27;41
151;152;1481748600;1481748660;3;1093;28;41
152;100;1481748660;1481748720;3;1093;29;41
100;102;1481748720;1481748720;3;1093;30;41
102;104;1481748720;1481748780;3;1093;31;41
104;106;1481748780;1481748840;3;1093;32;41
106;154;1481748840;1481748840;3;1093;33;41
154;156;1481748840;1481748900;3;1093;34;41
156;158;1481748900;1481749020;3;1093;35;41
129;130;1481833620;1481833680;3;1093;1;41
130;131;1481833680;1481833680;3;1093;2;41
131;132;1481833680;1481833740;3;1093;3;41
132;133;1481833740;1481833740;3;1093;4;41
133;134;1481833740;1481833800;3;1093;5;41
134;135;1481833800;1481833800;3;1093;6;41
135;136;1481833800;1481833860;3;1093;7;41
136;137;1481833860;1481833920;3;1093;8;41
137;138;1481833920;1481833920;3;1093;9;41
138;142;1481833920;1481833980;3;1093;10;41
142;119;1481833980;1481834040;3;1093;11;41
119;117;1481834040;1481834100;3;1093;12;41
117;115;1481834100;1481834160;3;1093;13;41
115;344;1481834160;1481834220;3;1093;14;41
344;75;1481834220;1481834220;3;1093;15;41
75;49;1481834220;1481834280;3;1093;16;41
49;51;1481834280;1481834340;3;1093;17;41
51;25;1481834340;1481834700;3;1093;18;41
25;66;1481834700;1481834760;3;1093;19;41
66;54;1481834760;1481834820;3;1093;20;41
54;415;1481834820;1481834880;3;1093;21;41
415;34;1481834880;1481834940;3;1093;22;41
34;32;1481834940;1481834940;3;1093;23;41
32;147;1481834940;1481834940;3;1093;24;41
147;35;1481834940;1481835000;3;1093;25;41
35;149;1481835000;1481835000;3;1093;26;41
149;151;1481835000;1481835000;3;1093;27;41
151;152;1481835000;1481835060;3;1093;28;41
152;100;1481835060;1481835120;3;1093;29;41
100;102;1481835120;1481835120;3;1093;30;41
102;104;1481835120;1481835180;3;1093;31;41
104;106;1481835180;1481835240;3;1093;32;41
106;154;1481835240;1481835240;3;1093;33;41
154;156;1481835240;1481835300;3;1093;34;41
156;158;1481835300;1481835420;3;1093;35;41
129;130;1481920020;1481920080;3;1093;1;41
130;131;1481920080;1481920080;3;1093;2;41
131;132;1481920080;1481920140;3;1093;3;41
132;133;1481920140;1481920140;3;1093;4;41
133;134;1481920140;1481920200;3;1093;5;41
134;135;1481920200;1481920200;3;1093;6;41
135;136;1481920200;1481920260;3;1093;7;41
136;137;1481920260;1481920320;3;1093;8;41
137;138;1481920320;1481920320;3;1093;9;41
138;142;1481920320;1481920380;3;1093;10;41
142;119;1481920380;1481920440;3;1093;11;41
119;117;1481920440;1481920500;3;1093;12;41
117;115;1481920500;1481920560;3;1093;13;41
115;344;1481920560;1481920620;3;1093;14;41
344;75;1481920620;1481920620;3;1093;15;41
75;49;1481920620;1481920680;3;1093;16;41
49;51;1481920680;1481920740;3;1093;17;41
51;25;1481920740;1481921100;3;1093;18;41
25;66;1481921100;1481921160;3;1093;19;41
66;54;1481921160;1481921220;3;1093;20;41
54;415;1481921220;1481921280;3;1093;21;41
415;34;1481921280;1481921340;3;1093;22;41
34;32;1481921340;1481921340;3;1093;23;41
32;147;1481921340;1481921340;3;1093;24;41
147;35;1481921340;1481921400;3;1093;25;41
35;149;1481921400;1481921400;3;1093;26;41
149;151;1481921400;1481921400;3;1093;27;41
151;152;1481921400;1481921460;3;1093;28;41
152;100;1481921460;1481921520;3;1093;29;41
100;102;1481921520;1481921520;3;1093;30;41
102;104;1481921520;1481921580;3;1093;31;41
104;106;1481921580;1481921640;3;1093;32;41
106;154;1481921640;1481921640;3;1093;33;41
154;156;1481921640;1481921700;3;1093;34;41
156;158;1481921700;1481921820;3;1093;35;41
846;461;1482048120;1482048900;3;1094;1;30
461;460;1482048900;1482048900;3;1094;2;30
460;850;1482048900;1482048960;3;1094;3;30
850;852;1482048960;1482048960;3;1094;4;30
852;431;1482048960;1482049020;3;1094;5;30
431;328;1482049020;1482049020;3;1094;6;30
328;326;1482049020;1482049020;3;1094;7;30
326;324;1482049020;1482049020;3;1094;8;30
324;342;1482049020;1482049080;3;1094;9;30
342;1130;1482049080;1482049260;3;1094;10;30
1130;140;1482049260;1482049440;3;1094;11;30
140;119;1482049440;1482049500;3;1094;12;30
